,DistanceIsolated,DistanceTotal,SameHand,SameKey,SameFinger,Reach,Hurde,Frequency,Keyboard
GY,0.0,,False,False,False,True,True,,IME
Cd,0.0,0.0,True,False,True,True,False,,IME
C),0.0,,False,False,False,True,False,,IME
C5,0.0,,True,False,False,True,False,,IME
C{,0.0,,False,False,False,True,False,,IME
C4,0.0,,True,False,False,True,False,,IME
Cs,0.0,0.0,True,False,False,True,False,,IME
C6,0.0,,False,False,False,True,False,,IME
C1,0.0,,True,False,False,True,False,,IME
CX,0.0,,True,False,False,False,False,,IME
C(,0.0,,False,False,False,True,False,,IME
Ce,0.0,0.0,True,False,True,True,False,4.0,IME
C<,0.0,,False,False,False,False,False,,IME
Cw,0.0,0.0,True,False,False,True,False,,IME
Cx,0.0,0.0,True,False,False,False,False,,IME
C+,0.0,,False,False,False,True,False,,IME
CH,0.0,,False,False,False,True,False,,IME
C#,0.0,,True,False,True,True,False,,IME
Cm,0.0,0.0,False,False,False,False,False,1.0,IME
C?,0.0,,False,False,False,False,False,,IME
C=,0.0,,False,False,False,True,False,,IME
CR,0.0,,True,False,False,True,False,,IME
CO,0.0,0.0,False,False,False,True,False,1.0,IME
C:,0.0,0.0,False,False,False,True,False,1.0,IME
C\,0.0,,False,False,False,True,False,,IME
CF,0.0,,True,False,False,True,False,,IME
C_,0.0,,False,False,False,True,False,,IME
CQ,0.0,,True,False,False,True,False,,IME
CB,0.0,0.0,True,False,False,False,False,5.0,IME
Ca,0.0,0.0,True,False,False,True,False,60.0,IME
C[,0.0,,False,False,False,True,False,,IME
C-,0.0,,False,False,False,True,False,,IME
Cc,0.0,,True,True,True,False,False,,IME
Co,0.0,0.0,False,False,False,True,False,83.0,IME
C&,0.0,,False,False,False,True,False,,IME
C!,0.0,0.0,True,False,False,True,False,,IME
C^,0.0,,False,False,False,True,False,,IME
C',0.0,,False,False,False,True,False,,IME
C8,0.0,,False,False,False,True,False,,IME
Cg,0.0,,True,False,False,True,False,,IME
Ci,0.0,0.0,False,False,False,True,False,7.0,IME
Ct,0.0,0.0,True,False,False,True,False,,IME
Cj,0.0,0.0,False,False,False,True,False,,IME
CS,0.0,0.0,True,False,False,True,False,,IME
C},0.0,,False,False,False,True,False,,IME
Cp,0.0,0.0,False,False,False,True,False,,IME
CG,0.0,,True,False,False,True,False,,IME
CC,0.0,0.0,True,True,True,False,False,8.0,IME
C*,0.0,,False,False,False,True,False,,IME
C],0.0,,False,False,False,True,False,,IME
Cu,0.0,0.0,False,False,False,True,False,4.0,IME
CA,0.0,,True,False,False,True,False,,IME
Ck,0.0,0.0,False,False,False,True,False,2.0,IME
C3,0.0,,True,False,True,True,False,,IME
Cq,0.0,0.0,True,False,False,True,False,,IME
C|,0.0,,False,False,False,True,False,,IME
Cz,0.0,0.0,True,False,False,False,False,3.0,IME
C~,0.0,,True,False,False,True,False,,IME
Cl,0.0,0.0,False,False,False,True,False,14.0,IME
C/,0.0,,False,False,False,False,False,,IME
CP,0.0,,False,False,False,True,False,,IME
C$,0.0,,True,False,False,True,False,,IME
CJ,0.0,0.0,False,False,False,True,False,1.0,IME
CU,0.0,0.0,False,False,False,True,False,3.0,IME
Cy,0.0,0.0,False,False,False,True,False,,IME
Cv,0.0,,True,False,False,False,False,,IME
C9,0.0,,False,False,False,True,False,,IME
CZ,0.0,0.0,True,False,False,False,False,8.0,IME
C2,0.0,,True,False,False,True,False,,IME
CL,0.0,,False,False,False,True,False,,IME
CW,0.0,,True,False,False,True,False,,IME
C%,0.0,,True,False,False,True,False,,IME
C>,0.0,,False,False,False,False,False,,IME
"C""",0.0,0.0,False,False,False,True,False,,IME
CT,0.0,0.0,True,False,False,True,False,2.0,IME
Cn,0.0,0.0,False,False,False,False,False,2.0,IME
CV,0.0,,True,False,False,False,False,,IME
C7,0.0,,False,False,False,True,False,,IME
C@,0.0,0.0,True,False,False,True,False,,IME
CE,0.0,0.0,True,False,True,True,False,2.0,IME
CD,0.0,0.0,True,False,True,True,False,1.0,IME
CM,0.0,,False,False,False,False,False,,IME
C`,0.0,,True,False,False,True,False,,IME
C.,0.0,0.0,False,False,False,False,False,3.0,IME
CI,0.0,0.0,False,False,False,True,False,3.0,IME
Cf,0.0,0.0,True,False,False,True,False,,IME
CN,0.0,0.0,False,False,False,False,False,2.0,IME
CK,0.0,0.0,False,False,False,True,False,,IME
C0,0.0,,False,False,False,True,False,,IME
Cr,0.0,0.0,True,False,False,True,False,9.0,IME
"C,",0.0,0.0,False,False,False,False,False,1.0,IME
Cb,0.0,0.0,True,False,False,False,False,,IME
C;,0.0,,False,False,False,True,False,,IME
Ch,0.0,0.0,False,False,False,True,False,161.0,IME
CY,0.0,,False,False,False,True,False,,IME
*d,0.0,,False,False,False,True,True,,IME
*),0.0,0.0,True,False,False,True,False,,IME
*5,0.0,,False,False,False,True,False,,IME
*{,0.0,,True,False,False,True,True,,IME
*4,0.0,,False,False,False,True,False,,IME
*s,0.0,0.0,False,False,False,True,True,,IME
*6,0.0,,True,False,False,True,False,,IME
*1,0.0,,False,False,False,True,False,,IME
*X,0.0,,False,False,False,True,False,,IME
*(,0.0,0.0,True,False,False,True,False,,IME
*e,0.0,,False,False,False,True,True,,IME
*<,0.0,,True,False,True,True,False,,IME
*w,0.0,0.0,False,False,False,True,True,,IME
*x,0.0,,False,False,False,True,False,,IME
*+,0.0,,True,False,False,True,False,,IME
*H,0.0,0.0,True,False,False,True,True,,IME
*#,0.0,0.0,False,False,False,True,False,,IME
*m,0.0,0.0,True,False,False,True,False,,IME
*?,0.0,,True,False,False,True,False,,IME
*=,0.0,,True,False,False,True,False,,IME
*R,0.0,,False,False,False,True,True,,IME
*O,0.0,,True,False,False,True,True,,IME
*:,0.0,,True,False,False,True,True,,IME
*\,0.0,,True,False,False,True,True,,IME
*F,0.0,,False,False,False,True,True,,IME
*_,0.0,,True,False,False,True,False,,IME
*Q,0.0,,False,False,False,True,True,,IME
*B,0.0,,False,False,False,True,False,,IME
*a,0.0,0.0,False,False,False,True,True,,IME
*[,0.0,,True,False,False,True,True,,IME
*-,0.0,,True,False,False,True,False,,IME
*c,0.0,,False,False,False,True,False,,IME
*o,0.0,0.0,True,False,False,True,True,,IME
*&,0.0,0.0,True,False,False,True,False,,IME
*!,0.0,0.0,False,False,False,True,False,,IME
*^,0.0,0.0,True,False,False,True,False,,IME
*',0.0,,True,False,False,True,True,,IME
*8,0.0,,True,True,True,True,False,,IME
*g,0.0,,False,False,False,True,True,,IME
*i,0.0,,True,False,True,True,True,,IME
*t,0.0,0.0,False,False,False,True,True,,IME
*j,0.0,0.0,True,False,False,True,True,,IME
*S,0.0,,False,False,False,True,True,,IME
*},0.0,,True,False,False,True,True,,IME
*p,0.0,0.0,True,False,False,True,True,,IME
*G,0.0,,False,False,False,True,True,,IME
*C,0.0,,False,False,False,True,False,,IME
**,0.0,0.0,True,True,True,True,False,,IME
*],0.0,,True,False,False,True,True,,IME
*u,0.0,0.0,True,False,False,True,True,,IME
*A,0.0,,False,False,False,True,True,,IME
*k,0.0,0.0,True,False,True,True,True,,IME
*3,0.0,,False,False,False,True,False,,IME
*q,0.0,0.0,False,False,False,True,True,,IME
*|,0.0,,True,False,False,True,True,,IME
*z,0.0,,False,False,False,True,False,,IME
*~,0.0,,False,False,False,True,False,,IME
*l,0.0,0.0,True,False,False,True,True,,IME
*/,0.0,,True,False,False,True,False,,IME
*P,0.0,,True,False,False,True,True,,IME
*$,0.0,0.0,False,False,False,True,False,,IME
*J,0.0,,True,False,False,True,True,,IME
*U,0.0,,True,False,False,True,True,,IME
*y,0.0,,True,False,False,True,True,,IME
*v,0.0,,False,False,False,True,False,,IME
*9,0.0,,True,False,False,True,False,,IME
*Z,0.0,,False,False,False,True,False,,IME
*2,0.0,,False,False,False,True,False,,IME
*L,0.0,,True,False,False,True,True,,IME
*W,0.0,,False,False,False,True,True,,IME
*%,0.0,0.0,False,False,False,True,False,,IME
*>,0.0,,True,False,False,True,False,,IME
"*""",0.0,,True,False,False,True,True,,IME
*T,0.0,,False,False,False,True,True,,IME
*n,0.0,0.0,True,False,False,True,False,,IME
*V,0.0,,False,False,False,True,False,,IME
*7,0.0,,True,False,False,True,False,,IME
*@,0.0,0.0,False,False,False,True,False,,IME
*E,0.0,,False,False,False,True,True,,IME
*D,0.0,0.0,False,False,False,True,True,,IME
*M,0.0,,True,False,False,True,False,,IME
*`,0.0,,False,False,False,True,False,,IME
*.,0.0,0.0,True,False,False,True,False,,IME
*I,0.0,,True,False,True,True,True,,IME
*f,0.0,,False,False,False,True,True,,IME
*N,0.0,,True,False,False,True,False,,IME
*K,0.0,,True,False,True,True,True,,IME
*0,0.0,,True,False,False,True,False,,IME
*r,0.0,0.0,False,False,False,True,True,,IME
"*,",0.0,0.0,True,False,True,True,False,,IME
*b,0.0,0.0,False,False,False,True,False,,IME
*;,0.0,,True,False,False,True,True,,IME
*h,0.0,0.0,True,False,False,True,True,,IME
*Y,0.0,,True,False,False,True,True,,IME
]d,0.0,,False,False,False,True,True,,IME
]),0.0,,True,False,True,True,True,,IME
]5,0.0,,False,False,False,True,True,,IME
]{,0.0,,True,False,True,True,False,,IME
]4,0.0,,False,False,False,True,True,,IME
]s,0.0,,False,False,False,True,True,,IME
]6,0.0,,True,False,False,True,True,,IME
]1,0.0,,False,False,False,True,True,,IME
]X,0.0,,False,False,False,True,False,,IME
](,0.0,,True,False,False,True,True,,IME
]e,0.0,,False,False,False,True,False,,IME
]<,0.0,,True,False,False,True,False,,IME
]w,0.0,,False,False,False,True,False,,IME
]x,0.0,,False,False,False,True,False,,IME
]+,0.0,,True,False,True,True,True,,IME
]H,0.0,,True,False,False,True,True,,IME
]#,0.0,,False,False,False,True,True,,IME
]m,0.0,,True,False,False,True,False,,IME
]?,0.0,,True,False,True,True,False,,IME
]=,0.0,,True,False,True,True,True,,IME
]R,0.0,,False,False,False,True,False,,IME
]O,0.0,,True,False,False,True,False,,IME
]:,0.0,,True,False,True,True,True,,IME
]\,0.0,,True,False,True,True,False,,IME
]F,0.0,,False,False,False,True,True,,IME
]_,0.0,,True,False,True,True,True,,IME
]Q,0.0,,False,False,False,True,False,,IME
]B,0.0,,False,False,False,True,False,,IME
]a,0.0,,False,False,False,True,True,,IME
][,0.0,,True,False,True,True,False,,IME
]-,0.0,,True,False,True,True,True,,IME
]c,0.0,,False,False,False,True,False,,IME
]o,0.0,,True,False,False,True,False,,IME
]&,0.0,,True,False,False,True,True,,IME
]!,0.0,,False,False,False,True,True,,IME
]^,0.0,,True,False,False,True,True,,IME
]',0.0,,True,False,True,True,True,,IME
]8,0.0,,True,False,False,True,True,,IME
]g,0.0,,False,False,False,True,True,,IME
]i,0.0,,True,False,False,True,False,,IME
]t,0.0,,False,False,False,True,False,,IME
]j,0.0,,True,False,False,True,True,,IME
]S,0.0,,False,False,False,True,True,,IME
]},0.0,,True,True,True,True,False,,IME
]p,0.0,,True,False,True,True,False,,IME
]G,0.0,,False,False,False,True,True,,IME
]C,0.0,,False,False,False,True,False,,IME
]*,0.0,,True,False,False,True,True,,IME
]],0.0,,True,True,True,True,False,,IME
]u,0.0,,True,False,False,True,False,,IME
]A,0.0,0.0,False,False,False,True,True,,IME
]k,0.0,,True,False,False,True,True,,IME
]3,0.0,,False,False,False,True,True,,IME
]q,0.0,,False,False,False,True,False,,IME
]|,0.0,,True,False,True,True,False,,IME
]z,0.0,,False,False,False,True,False,,IME
]~,0.0,,False,False,False,True,True,,IME
]l,0.0,,True,False,False,True,True,,IME
]/,0.0,,True,False,True,True,False,,IME
]P,0.0,,True,False,True,True,False,,IME
]$,0.0,,False,False,False,True,True,,IME
]J,0.0,0.0,True,False,False,True,True,,IME
]U,0.0,,True,False,False,True,False,,IME
]y,0.0,,True,False,False,True,False,,IME
]v,0.0,,False,False,False,True,False,,IME
]9,0.0,,True,False,False,True,True,,IME
]Z,0.0,,False,False,False,True,False,,IME
]2,0.0,0.0,False,False,False,True,True,,IME
]L,0.0,,True,False,False,True,True,,IME
]W,0.0,,False,False,False,True,False,,IME
]%,0.0,,False,False,False,True,True,,IME
]>,0.0,,True,False,False,True,False,,IME
"]""",0.0,,True,False,True,True,True,,IME
]T,0.0,,False,False,False,True,False,,IME
]n,0.0,,True,False,False,True,False,,IME
]V,0.0,,False,False,False,True,False,,IME
]7,0.0,,True,False,False,True,True,,IME
]@,0.0,0.0,False,False,False,True,True,,IME
]E,0.0,,False,False,False,True,False,,IME
]D,0.0,,False,False,False,True,True,,IME
]M,0.0,,True,False,False,True,False,,IME
]`,0.0,,False,False,False,True,True,,IME
].,0.0,0.0,True,False,False,True,False,1.0,IME
]I,0.0,,True,False,False,True,False,,IME
]f,0.0,,False,False,False,True,True,,IME
]N,0.0,,True,False,False,True,False,,IME
]K,0.0,,True,False,False,True,True,,IME
]0,0.0,,True,False,True,True,True,,IME
]r,0.0,,False,False,False,True,False,,IME
"],",0.0,,True,False,False,True,False,,IME
]b,0.0,,False,False,False,True,False,,IME
];,0.0,,True,False,True,True,True,,IME
]h,0.0,,True,False,False,True,True,,IME
]Y,0.0,,True,False,False,True,False,,IME
ud,0.0,0.0,False,False,False,True,True,737.0,IME
u),0.0,0.0,True,False,False,True,True,2.0,IME
u5,0.0,0.0,False,False,False,True,True,,IME
u{,0.0,,True,False,False,True,False,,IME
u4,0.0,0.0,False,False,False,True,True,,IME
us,0.0,0.0,False,False,False,True,True,2526.0,IME
u6,0.0,0.0,True,False,True,True,True,,IME
u1,0.0,0.0,False,False,False,True,True,,IME
uX,0.0,,False,False,False,True,False,,IME
u(,0.0,,True,False,False,True,True,,IME
ue,0.0,0.0,False,False,False,True,False,166.0,IME
u<,0.0,,True,False,False,True,False,,IME
uw,0.0,0.0,False,False,False,True,False,320.0,IME
ux,0.0,0.0,False,False,False,True,False,5.0,IME
u+,0.0,,True,False,False,True,True,,IME
uH,0.0,0.0,True,False,True,True,True,8.0,IME
u#,0.0,0.0,False,False,False,True,True,,IME
um,0.0,0.0,True,False,True,True,False,1497.0,IME
u?,0.0,0.0,True,False,False,True,False,1.0,IME
u=,0.0,,True,False,False,True,True,,IME
uR,0.0,0.0,False,False,False,True,False,3.0,IME
uO,0.0,0.0,True,False,False,True,False,,IME
u:,0.0,0.0,True,False,False,True,True,4.0,IME
u\,0.0,,True,False,False,True,False,,IME
uF,0.0,0.0,False,False,False,True,True,1.0,IME
u_,0.0,,True,False,False,True,True,,IME
uQ,0.0,0.0,False,False,False,True,False,2.0,IME
uB,0.0,0.0,False,False,False,True,False,7.0,IME
ua,0.0,0.0,False,False,False,True,True,659.0,IME
u[,0.0,0.0,True,False,False,True,False,,IME
u-,0.0,0.0,True,False,False,True,True,24.0,IME
uc,0.0,0.0,False,False,False,True,False,346.0,IME
uo,0.0,0.0,True,False,False,True,False,15.0,IME
u&,0.0,,True,False,True,True,True,,IME
u!,0.0,,False,False,False,True,True,,IME
u^,0.0,,True,False,True,True,True,,IME
u',0.0,0.0,True,False,False,True,True,,IME
u8,0.0,0.0,True,False,False,True,True,,IME
ug,0.0,0.0,False,False,False,True,True,135.0,IME
ui,0.0,0.0,True,False,False,True,False,383.0,IME
ut,0.0,0.0,False,False,False,True,False,1314.0,IME
uj,0.0,0.0,True,False,True,True,True,517.0,IME
uS,0.0,0.0,False,False,False,True,True,14.0,IME
u},0.0,,True,False,False,True,False,,IME
up,0.0,0.0,True,False,False,True,False,135.0,IME
uG,0.0,0.0,False,False,False,True,True,5.0,IME
uC,0.0,,False,False,False,True,False,,IME
u*,0.0,,True,False,False,True,True,,IME
u],0.0,,True,False,False,True,False,,IME
uu,0.0,0.0,True,True,True,True,False,21.0,IME
uA,0.0,0.0,False,False,False,True,True,41.0,IME
uk,0.0,0.0,True,False,False,True,True,1093.0,IME
u3,0.0,0.0,False,False,False,True,True,1.0,IME
uq,0.0,0.0,False,False,False,True,False,570.0,IME
u|,0.0,,True,False,False,True,False,,IME
uz,0.0,0.0,False,False,False,True,False,372.0,IME
u~,0.0,,False,False,False,True,True,,IME
ul,0.0,0.0,True,False,False,True,True,1335.0,IME
u/,0.0,0.0,True,False,False,True,False,,IME
uP,0.0,0.0,True,False,False,True,False,3.0,IME
u$,0.0,,False,False,False,True,True,,IME
uJ,0.0,0.0,True,False,True,True,True,5.0,IME
uU,0.0,0.0,True,True,True,True,False,1.0,IME
uy,0.0,0.0,True,False,True,True,False,296.0,IME
uv,0.0,0.0,False,False,False,True,False,4.0,IME
u9,0.0,0.0,True,False,False,True,True,,IME
uZ,0.0,,False,False,False,True,False,,IME
u2,0.0,0.0,False,False,False,True,True,,IME
uL,0.0,0.0,True,False,False,True,True,1.0,IME
uW,0.0,0.0,False,False,False,True,False,,IME
u%,0.0,,False,False,False,True,True,,IME
u>,0.0,,True,False,False,True,False,,IME
"u""",0.0,0.0,True,False,False,True,True,7.0,IME
uT,0.0,0.0,False,False,False,True,False,2.0,IME
un,0.0,0.0,True,False,True,True,False,3184.0,IME
uV,0.0,,False,False,False,True,False,,IME
u7,0.0,0.0,True,False,True,True,True,,IME
u@,0.0,,False,False,False,True,True,,IME
uE,0.0,0.0,False,False,False,True,False,,IME
uD,0.0,0.0,False,False,False,True,True,1.0,IME
uM,0.0,0.0,True,False,True,True,False,7.0,IME
u`,0.0,,False,False,False,True,True,,IME
u.,0.0,0.0,True,False,False,True,False,4.0,IME
uI,0.0,0.0,True,False,False,True,False,4.0,IME
uf,0.0,0.0,False,False,False,True,True,232.0,IME
uN,0.0,0.0,True,False,True,True,False,7.0,IME
uK,0.0,0.0,True,False,False,True,True,4.0,IME
u0,0.0,,True,False,False,True,True,,IME
ur,0.0,0.0,False,False,False,True,False,6183.0,IME
"u,",0.0,0.0,True,False,False,True,False,15.0,IME
ub,0.0,0.0,False,False,False,True,False,475.0,IME
u;,0.0,0.0,True,False,False,True,True,,IME
uh,0.0,0.0,True,False,True,True,True,300.0,IME
uY,0.0,0.0,True,False,True,True,False,3.0,IME
Ad,0.0,0.0,True,False,False,True,False,39.0,IME
A),0.0,,False,False,False,True,True,,IME
A5,0.0,,True,False,False,True,True,,IME
A{,0.0,,False,False,False,True,True,,IME
A4,0.0,,True,False,False,True,True,,IME
As,0.0,0.0,True,False,False,True,False,88.0,IME
A6,0.0,,False,False,False,True,True,,IME
A1,0.0,,True,False,True,True,True,,IME
AX,0.0,,True,False,False,True,False,,IME
A(,0.0,,False,False,False,True,True,,IME
Ae,0.0,0.0,True,False,False,True,True,3.0,IME
A<,0.0,,False,False,False,True,False,,IME
Aw,0.0,0.0,True,False,False,True,True,14.0,IME
Ax,0.0,0.0,True,False,False,True,False,,IME
A+,0.0,,False,False,False,True,True,,IME
AH,0.0,,False,False,False,True,False,,IME
A#,0.0,,True,False,False,True,True,,IME
Am,0.0,0.0,False,False,False,True,False,165.0,IME
A?,0.0,,False,False,False,True,False,,IME
A=,0.0,,False,False,False,True,True,,IME
AR,0.0,0.0,True,False,False,True,True,2.0,IME
AO,0.0,0.0,False,False,False,True,True,1.0,IME
A:,0.0,,False,False,False,True,False,,IME
A\,0.0,,False,False,False,True,True,,IME
AF,0.0,0.0,True,False,False,True,False,2.0,IME
A_,0.0,,False,False,False,True,True,,IME
AQ,0.0,,True,False,True,True,True,,IME
AB,0.0,0.0,True,False,False,True,False,2.0,IME
Aa,0.0,0.0,True,True,True,True,False,63.0,IME
A[,0.0,,False,False,False,True,True,,IME
A-,0.0,0.0,False,False,False,True,True,1.0,IME
Ac,0.0,0.0,True,False,False,True,False,16.0,IME
Ao,0.0,0.0,False,False,False,True,True,,IME
A&,0.0,,False,False,False,True,True,,IME
A!,0.0,,True,False,True,True,True,,IME
A^,0.0,,False,False,False,True,True,,IME
A',0.0,,False,False,False,True,False,,IME
A8,0.0,,False,False,False,True,True,,IME
Ag,0.0,0.0,True,False,False,True,False,28.0,IME
Ai,0.0,0.0,False,False,False,True,True,19.0,IME
At,0.0,0.0,True,False,False,True,True,22.0,IME
Aj,0.0,0.0,False,False,False,True,False,7.0,IME
AS,0.0,0.0,True,False,False,True,False,1.0,IME
A},0.0,,False,False,False,True,True,,IME
Ap,0.0,0.0,False,False,False,True,True,8.0,IME
AG,0.0,0.0,True,False,False,True,False,1.0,IME
AC,0.0,0.0,True,False,False,True,False,1.0,IME
A*,0.0,,False,False,False,True,True,,IME
A],0.0,,False,False,False,True,True,,IME
Au,0.0,0.0,False,False,False,True,True,52.0,IME
AA,0.0,0.0,True,True,True,True,False,2.0,IME
Ak,0.0,0.0,False,False,False,True,False,54.0,IME
A3,0.0,,True,False,False,True,True,,IME
Aq,0.0,0.0,True,False,True,True,True,13.0,IME
A|,0.0,,False,False,False,True,True,,IME
Az,0.0,0.0,True,False,True,True,False,51.0,IME
A~,0.0,,True,False,True,True,True,,IME
Al,0.0,0.0,False,False,False,True,False,453.0,IME
A/,0.0,,False,False,False,True,False,,IME
AP,0.0,0.0,False,False,False,True,True,2.0,IME
A$,0.0,,True,False,False,True,True,,IME
AJ,0.0,,False,False,False,True,False,,IME
AU,0.0,0.0,False,False,False,True,True,,IME
Ay,0.0,0.0,False,False,False,True,True,32.0,IME
Av,0.0,0.0,True,False,False,True,False,4.0,IME
A9,0.0,,False,False,False,True,True,,IME
AZ,0.0,0.0,True,False,True,True,False,,IME
A2,0.0,0.0,True,False,False,True,True,1.0,IME
AL,0.0,0.0,False,False,False,True,False,1.0,IME
AW,0.0,0.0,True,False,False,True,True,1.0,IME
A%,0.0,,True,False,False,True,True,,IME
A>,0.0,,False,False,False,True,False,,IME
"A""",0.0,,False,False,False,True,False,,IME
AT,0.0,0.0,True,False,False,True,True,1.0,IME
An,0.0,0.0,False,False,False,True,False,88.0,IME
AV,0.0,0.0,True,False,False,True,False,1.0,IME
A7,0.0,,False,False,False,True,True,,IME
A@,0.0,,True,False,False,True,True,,IME
AE,0.0,0.0,True,False,False,True,True,1.0,IME
AD,0.0,0.0,True,False,False,True,False,207.0,IME
AM,0.0,,False,False,False,True,False,,IME
A`,0.0,,True,False,True,True,True,,IME
A.,0.0,0.0,False,False,False,True,False,13.0,IME
AI,0.0,0.0,False,False,False,True,True,1.0,IME
Af,0.0,0.0,True,False,False,True,False,58.0,IME
AN,0.0,0.0,False,False,False,True,False,,IME
AK,0.0,0.0,False,False,False,True,False,,IME
A0,0.0,,False,False,False,True,True,,IME
Ar,0.0,0.0,True,False,False,True,True,88.0,IME
"A,",0.0,0.0,False,False,False,True,False,2.0,IME
Ab,0.0,0.0,True,False,False,True,False,156.0,IME
A;,0.0,,False,False,False,True,False,,IME
Ah,0.0,0.0,False,False,False,True,False,113.0,IME
AY,0.0,,False,False,False,True,True,,IME
kd,0.0,0.0,False,False,False,True,False,151.0,IME
k),0.0,,True,False,False,True,True,,IME
k5,0.0,0.0,False,False,False,True,True,1.0,IME
k{,0.0,,True,False,False,True,True,,IME
k4,0.0,,False,False,False,True,True,,IME
ks,0.0,0.0,False,False,False,True,False,400.0,IME
k6,0.0,0.0,True,False,False,True,True,2.0,IME
k1,0.0,0.0,False,False,False,True,True,4.0,IME
kX,0.0,,False,False,False,True,False,,IME
k(,0.0,,True,False,False,True,True,,IME
ke,0.0,0.0,False,False,False,True,True,9974.0,IME
k<,0.0,,True,False,True,True,False,,IME
kw,0.0,0.0,False,False,False,True,True,90.0,IME
kx,0.0,0.0,False,False,False,True,False,,IME
k+,0.0,,True,False,False,True,True,,IME
kH,0.0,0.0,True,False,False,True,False,10.0,IME
k#,0.0,,False,False,False,True,True,,IME
km,0.0,0.0,True,False,False,True,False,375.0,IME
k?,0.0,,True,False,False,True,False,,IME
k=,0.0,,True,False,False,True,True,,IME
kR,0.0,0.0,False,False,False,True,True,1.0,IME
kO,0.0,0.0,True,False,False,True,True,2.0,IME
k:,0.0,,True,False,False,True,False,,IME
k\,0.0,,True,False,False,True,True,,IME
kF,0.0,0.0,False,False,False,True,False,2.0,IME
k_,0.0,,True,False,False,True,True,,IME
kQ,0.0,0.0,False,False,False,True,True,1.0,IME
kB,0.0,0.0,False,False,False,True,False,6.0,IME
ka,0.0,0.0,False,False,False,True,False,8563.0,IME
k[,0.0,,True,False,False,True,True,,IME
k-,0.0,0.0,True,False,False,True,True,6.0,IME
kc,0.0,0.0,False,False,False,True,False,58.0,IME
ko,0.0,0.0,True,False,False,True,True,2597.0,IME
k&,0.0,,True,False,False,True,True,,IME
k!,0.0,0.0,False,False,False,True,True,,IME
k^,0.0,0.0,True,False,False,True,True,,IME
k',0.0,0.0,True,False,False,True,False,,IME
k8,0.0,0.0,True,False,True,True,True,1.0,IME
kg,0.0,0.0,False,False,False,True,False,61.0,IME
ki,0.0,0.0,True,False,True,True,True,6507.0,IME
kt,0.0,0.0,False,False,False,True,True,416.0,IME
kj,0.0,0.0,True,False,False,True,False,78.0,IME
kS,0.0,0.0,False,False,False,True,False,12.0,IME
k},0.0,,True,False,False,True,True,,IME
kp,0.0,0.0,True,False,False,True,True,121.0,IME
kG,0.0,0.0,False,False,False,True,False,5.0,IME
kC,0.0,0.0,False,False,False,True,False,2.0,IME
k*,0.0,0.0,True,False,True,True,True,,IME
k],0.0,,True,False,False,True,True,,IME
ku,0.0,0.0,True,False,False,True,True,661.0,IME
kA,0.0,0.0,False,False,False,True,False,10.0,IME
kk,0.0,0.0,True,True,True,True,False,464.0,IME
k3,0.0,,False,False,False,True,True,,IME
kq,0.0,0.0,False,False,False,True,True,50.0,IME
k|,0.0,,True,False,False,True,True,,IME
kz,0.0,0.0,False,False,False,True,False,33.0,IME
k~,0.0,,False,False,False,True,True,,IME
kl,0.0,0.0,True,False,False,True,False,126.0,IME
k/,0.0,,True,False,False,True,False,,IME
kP,0.0,0.0,True,False,False,True,True,19.0,IME
k$,0.0,,False,False,False,True,True,,IME
kJ,0.0,0.0,True,False,False,True,False,4.0,IME
kU,0.0,0.0,True,False,False,True,True,2.0,IME
ky,0.0,0.0,True,False,False,True,True,152.0,IME
kv,0.0,0.0,False,False,False,True,False,3.0,IME
k9,0.0,,True,False,False,True,True,,IME
kZ,0.0,0.0,False,False,False,True,False,1.0,IME
k2,0.0,0.0,False,False,False,True,True,2.0,IME
kL,0.0,0.0,True,False,False,True,False,1.0,IME
kW,0.0,0.0,False,False,False,True,True,,IME
k%,0.0,0.0,False,False,False,True,True,,IME
k>,0.0,,True,False,False,True,False,,IME
"k""",0.0,0.0,True,False,False,True,False,13.0,IME
kT,0.0,0.0,False,False,False,True,True,8.0,IME
kn,0.0,0.0,True,False,False,True,False,195.0,IME
kV,0.0,,False,False,False,True,False,,IME
k7,0.0,,True,False,False,True,True,,IME
k@,0.0,0.0,False,False,False,True,True,,IME
kE,0.0,0.0,False,False,False,True,True,2.0,IME
kD,0.0,0.0,False,False,False,True,False,8.0,IME
kM,0.0,0.0,True,False,False,True,False,10.0,IME
k`,0.0,,False,False,False,True,True,,IME
k.,0.0,0.0,True,False,False,True,False,12.0,IME
kI,0.0,0.0,True,False,True,True,True,8.0,IME
kf,0.0,0.0,False,False,False,True,False,40.0,IME
kN,0.0,0.0,True,False,False,True,False,6.0,IME
kK,0.0,0.0,True,True,True,True,False,4.0,IME
k0,0.0,,True,False,False,True,True,,IME
kr,0.0,0.0,False,False,False,True,True,272.0,IME
"k,",0.0,0.0,True,False,True,True,False,23.0,IME
kb,0.0,0.0,False,False,False,True,False,198.0,IME
k;,0.0,,True,False,False,True,False,,IME
kh,0.0,0.0,True,False,False,True,False,4766.0,IME
kY,0.0,0.0,True,False,False,True,True,2.0,IME
3d,0.0,0.0,True,False,True,True,True,1.0,IME
3),0.0,,False,False,False,True,False,,IME
35,0.0,0.0,True,False,False,True,False,17.0,IME
3{,0.0,,False,False,False,True,True,,IME
34,0.0,0.0,True,False,False,True,False,20.0,IME
