sentence,log10_score
ہم بھی گھرمیں ٹھہریں گے آج شام سوچیں گے,-3.03497314453125
یہ تو اگلوں کے ہاتھ میں ہوتا ہے کنفرم کرنا,-2.2430490493774413
قیصر تمکین صاحب اسی بارے میں لکھتے ہیں,-1.8837647438049316
آپ بے شک ناپسند یا غیر متفق پر کلک کر دیجئے,-2.142772154374556
""""""" تب تو میں واقعی پھنس گیا """"""",-2.1884443759918213
خدا کسی سے کسی کو مگر جدا نہ کرئے,-2.350405799018012
یہ تنہائی میں ان کا نام لینا اور کچھ کہنا,-2.212835502624512
منگیتر کے گھر کے دروازے کی گھنٹی بجا کر آ جانا,-2.154846884987571
قیصرانی بھائی ایک شرٹ کتنے دن تک چلتی ہے,-2.336051728990343
ہمیشہ صبر کو رسوا کیا ہے بھیگی آنکھوں نے,-3.1000020768907337
تو وہ ہوگئی پر چچا جی بھی غائب ہیں اس وقت,-2.4191214821555396
گلشن مین حسن کو مین گرنے سے سنبھالا ہے,-3.1220321655273438
میرا خیال ہے انٹر نیٹ ہی بہتر رہے گا,-1.842092514038086
"""آم کھائیں گے """" یار """" پر باشی""",-3.698455810546875
ہر اک بات پر درگزر کس لیئے ہو,-2.3034420013427734
تو دیکھا کہ ریوڑ یہ بکروں کا تھا,-2.9927148818969727
اور میں نے بھی اب کسی کا بنانا ہی ہے ناں,-1.8975148634477095
شاید کرس گیل اب ویسا نہ چلے جیسا چلا,-3.454917483859592
جوش شاعروں کا منشور - جوش ملیح آبادی,-2.2680747509002686
ہر سمت سے تیروں کا جو مینہ اس پہ پڑا تھا,-2.7603366158225318
کاٹے کبھی منہ سر کبھی گردن سے اڑائے,-3.6452338695526123
میرا خیال ہے وہ لکھنا چاہ ہرے ہوں گے,-2.3198634253607855
جشن عید الفطر مسلمانوں کی شوکت کا مظہر,-2.967879056930542
اب بھوکے پیٹ بندہ کچھ بتانے سے تو رہا,-2.961007012261285
ہماری بہت سی مشکلات کا آسان سا حل,-2.243217945098877
کوئی ایسا نہیں جو جانتا ہو میرے عیوب,-2.7831625938415527
دیکھا علم بھیا آپ ہمیشہ بھگا دیتے ہو,-3.12843656539917
عطار کے اقوال سوانح حیات گنجور فارسی کتب خانہ پر,-3.588639831542969
بھئی یہاں کیا ہورہا ہے ہماری غیر حاضری میں,-2.0956393347846136
اکبر بھی یقیں ہے کہ ہمیں یاد کریں گے,-2.0644537607828775
اس شخص نے کہا میں نے آپ کو معاف کیا ۔,-1.6073755784468218
اور ہاں بھئی میری ٹیم کے لیے لڑی تم مبارکباد کی,-2.8701588023792612
فاتح بھائی یہاں وہ مصرعہ بہت مناسب لگے گا,-2.7529125213623047
اسلام تے کفر دی جنگ ہون والی اے,-4.024348258972168
ہم تم کو اور ان کو رزق دیتے ہیں,-1.907674789428711
اور جو امریکہ اور اسرائیل کو مطلوب ہوتا ہے,-1.9972493913438585
یا پھرخلیفہ کا انتخاب کسی کی جانب سے نامزدگی پر ہو,-2.899022015658292
مرنے کے بعد بھی انہوں نے کی میرے ساتھ بے ایمانی,-2.0590057373046875
خالد کو انتہائی سخت لہجے میں ڈپٹ دیا,-3.303053140640259
وہی تو ہے جسے پچھلی صدی نے قتل کیا,-2.4228134155273438
یہ دیکھ مرے ماتھے پہ تازہ اک زخم,-3.0581021308898926
نہ ستا پہنا بھی دے یہ کنگنا دیوداس,-4.214735507965088
قسم تو ہم کھاتے نہیں ورنہ یہاں کھا لیتے,-2.853827794392904
میں تو آپ کا ساتھ دے رہی تھی بھیا,-1.386964374118381
تمباکو و قوام تو مناسب نہیں آپ کے لیے,-2.9542583889431424
' آپ کو دیکھ کر دیکھتا رہ گیا ',-2.0865039825439453
ابھی تو راوی چین ہی چین لکھتا ہے,-1.2425053119659424
کا نام ہند اور کنیت ام سلمہ تھی,-2.637814521789551
پہلے شاکر بھائی نے کیا خوب غن نا کہہ دیا,-2.6901582717895507
جی کی جی میں رہی بات نہ ہونے پائی,-2.3246101803249783
اب کے بھی تیرے لیے جاں سے گزر جائیں گے,-1.7471139907836915
آپ نے کیا سنانا ھے سنائیں میں سن رھی ہوں,-2.9650835037231444
یہ چاچا نہیں ہے بلکہ دو مرتبہ چا ہے,-2.8088400099012585
مجھ کو بھی تیرے نام کی حرمت پہ ایک دن,-2.035171318054199
کہ تیرے خون سے قائم ہے اس کی شادابی,-2.5046825408935547
میری سمجھ میں تو یہ ہی آیا ہے ۔,-1.8047769334581163
اب ڈاکٹر عباس صاحب کو ہی دعوت دوں گا,-1.6917239295111761
ظلم و ستم کے ہر سو چھانے لگے ہیں بادل,-2.379280853271484
میں کہتا ہوں اگر اس بار تم نے کوئی ایسی ویسی,-1.924406571821733
چلو تک بندی ہی سہی کچھ نا کچھ کرتی تو ہیں,-2.5040158358487217
کچھ تو نظم و نسق ملک میں بھی دیجئے دخل,-2.762691116333008
جو ابھی لحد میں نہ اترے تھے مگر اتر گئے,-2.7188491821289062
غدر کے بعد مرزا کی سرکاری پنشن بھی بند ہو گئی,-2.6833310560746626
اشرف ریاض کے عید کارڈ کے جواب میں,-2.7382540702819824
تری نسبت کی قسم ہم بھی خوش القاب ہوئے,-3.0358759562174478
امریکی صدر اوباما ہم جنس شادیوں کے حامی,-2.275840997695923
بعد ازاں اس علاقے پر رومن سلطنت چھا گئی,-2.0672340393066406
کیلے کے استعمال میں اس کا جوس زیادہ مناسب ہے,-2.2444747924804687
کتنا مشکل ہے ترے شہر سے ہجرت کرنا,-1.9054372310638428
مرے ایک لمحے کے اس تجربے کے لیے,-2.5245120525360107
ملنا ترا اگر نہیں آساں تو سہل ہے,-2.5842134952545166
گریاں نہیں تو یاں سے نکالے ہوئے تو ہیں,-2.6801461113823786
آپ کو بھولیں میں جو ہم کیسے کہیں,-2.6955690383911133
لاڑ ریلوے اسٹیشن لاڑ ملتان میں واقع ہے,-2.6737186908721924
قائم پور ریلوے اسٹیشن قائم پور میں واقع ہے,-1.8196296691894531
چین ہی چین تو نہیں البتہ کچھ چین لکھتا ہے راوی,-2.5496049360795454
زیست مشکل ہے اسے اور بھی مشکل نہ بنا,-2.4241455925835504
اس طرح مطلوبہ جگہ پہنچنے میں آسانی ہو جاتی ہے,-1.745367431640625
میری جانب دوڑتے آتے ہوئے پھر رک واپس جاتے ہوئے,-2.1622783660888674
دکھ اس سے بھی زیادہ ہیں بے روزگار کے,-2.2798938751220703
ہمارا دوست ہے لیکن ہے بے ضرر بھی کیا,-2.5439995659722223
نئی ہر روشنی کی اک علامت ہی سمجھتے ہیں,-2.584312227037218
میں نے تو کیچڑ کی بھری ٹوکری الٹ دی,-3.0801881154378257
باقی مزاج کا مت پوچھیں کے کیسے ہیں,-2.6120758056640625
لگی دل کی ھم سے کہی جائے نا,-2.1291911602020264
جو ٹوٹ جائے تو دل کو ملال تک نہ رہے,-2.111415672302246
انڈین پریمئیر لیگ پانچواں میچ چنائے سپر کنگز بمقابلہ ممبئی انڈینز,-2.917861591685902
لاکھ مرے ہونٹوں پر چپ کی مہریں ھوں,-3.361398696899414
بھمبر کو ضلع کا درجہ ء میں ملا,-3.1384692192077637
مجھ کو پوچھا بھی نہ یہ کون ہے غم ناک ہنوز,-2.667206504128196
میں پھر صحرا میں اپنے گھر میں پہنچوں,-2.4804775714874268
جیک انکل چھٹیاں منانے جارہے تھے کہ غائب,-3.2138030529022217
لکھا نظر آ رہا ہوگا یہ مت سمجھنا چوری کی ہیں,-2.4864649339155718
کالج سے چھٹی اور ڈھیر سارا ہوم ورک,-2.3969128131866455
تھی انمول ان سب سے اک سوکھی روٹی,-3.312758445739746
عرش کے پار نکل جائے گا نالہ تیرا,-2.9622716903686523
مرے سر پر ہو گیان امرت کی برکھا,-3.218479633331299
ابتدا سب کچھ ہے لیکن انتہا کچھ بھی نہیں,-2.622510062323676
تیری فکر رسا شرعی مسائل میں مسلم تھی,-3.2126963138580322
جو میرے لئے اپنی آنکھوں میں خوشیوں کے آنسو تو,-2.507587432861328
جی درست کہا احمد منصور ہو یا جو بھی,-2.4996636708577475
ہم اس کے ہجر میں تنہا رہے تھے جب بھی نہیں,-2.0772422443736684
کہنے لگے کہ میں بھی اسی کشمکش میں ہوں,-1.6605952580769856
پاپا جی جرم ہوتا تو بند نہ ہوتا,-3.020778179168701
ابھی تو سوئے تھے مقتل کو سرخرو کر کے,-1.757028685675727
جو کبھی کبھی کافی زود رنج واقع ہوتی ہیں,-2.222856945461697
تا نہ ہو لبریز ساغر بے صدا ہوتا نہیں,-3.1824718051486545
سبحان اللہ ۔ بہت عمدہ محمود احمد غزنوی صاحب,-1.4185343848334417
میں دستخط میں لگا دوں گا جلد ہی,-2.1681079864501953
ہم تو تفریق کے ہندسے نہیں جوڑا کرتے,-2.978288412094116
ہیں زخم زخم اگر دل ہے اگر فگار عشق,-3.3331832885742188
وہاں بھی پیاس کا صحرا دکھائی دیتا ہے,-1.7894304990768433
کیا سے کیا ہوگیا بے وفا تیرے پیار میں,-2.004100799560547
میں بھی سوچ رہا ہوں کے فلم دیکھنی چاہیے,-1.952888912624783
آنکھوں میں اب کتنا نم ہے سینے میں کتنا دم ہے,-2.3991579575972124
نہ حریف جاں نہ شریک غم شب انتظار کوئی تو ہو,-3.184123299338601
""""""" ہمارے لیے تو بادشاہ سلامت ہے نا اماں """"""",-2.4603233337402344
توبہ کتنے اشعار آپ کو یاد رہتے ہیں,-2.4135067462921143
اب چاک رہا ہے نہ گریبان رہا ہے,-2.993863582611084
غنیمت جانے جناب کہ انہوں نے کچھ لکھا,-2.983476161956787
رہبری کی دہن یار کی جانب خط نے,-3.526677131652832
پہلے پہلے کی محبت کے نشے یاد تو کر,-2.3553583357069225
آٹا اگر کم بھی ھو گھر میں تو مسئلہ کیا ھے,-3.076222853227095
بجھا جو دل تو اسی رنج میں بجھا میں بھی,-3.0745828628540037
اگر ثبوت کے ساتھ بات ہوتی تو مزا بھی آتا,-2.3253555297851562
بے وفا جب سے وفاداروں کے مالک ہو گئے,-2.7472451527913413
میں وار فلم کا دوسرا حصہ ریلیز کیا جائے گا,-2.46859073638916
کوئی بھی کام ہو انجام تک نہیں جاتا,-2.309964418411255
میں تو بس نقل کرنا ہی جانتا ہوں,-2.200068950653076
میں سوچتا ہوں کبھی ایک نعت ایسی لکھوں,-2.6633987426757812
اس ویب سائٹ کی جانب سے اپریل دو ہزار دس میں,-2.002724387428977
جو ضرورت میں ہو موجود وہ مال اچھا ہے,-2.9130162133110895
تقویم الحق صاحب نے بھی بہت بہترین بات کہی ہے ۔,-2.070423819802024
شکست دے گیا اپنا غرور ہی اس کو,-2.541246175765991
میں اس عظیم کتب خانے میں سات لاکھ کتابیں موجود تھیں,-2.060140609741211
میرے خیال میں کچھ مراسلے اوپر والے پڑھ لیں,-2.2255196041531033
جس کو یہ سرفراز کرے دار ہو نصیب,-2.9390623569488525
کچھ وقت چاہتے تھے کہ سوچیں تیرے لیئے,-2.8159642219543457
عجب فرصت کہ عالم وہ ہونٹوں کو سجاتا ہے,-2.839437060885959
کیا چارہ گر میں آہ کس کا نام لوں,-2.325832790798611
ابھی تو دل کو اداس کرتی نہیں ہیں شامیں,-2.662840101453993
کہ میرے شہر کا موسم خوشگوار نہیں ہوتا,-2.1027331352233887
میرے چاروں طرف نفرت کا پہرہ لگ چکا ہے,-2.386484146118164
کہیں احمد جاوید نے انہی کے بارے میں تو نہیں کہا,-2.047663601962003
یہ جماعت خود کہتی ہے کہ وہ متحدہ کی نمائندہ ہے,-2.348705118352717
آنکھوں نے تو محفوظ وہ نقشہ بھی نہ رکھا,-2.956901338365343
"""کچھ تو """" ہے """" جس کی پردہ داری ہے""",-2.314129447937012
ج عوامی حقوق اور شہری آزادیوں کا تصور,-3.6138858795166016
تمام احباب کی پسندیدگی اورحوصلہ افزائی کا شکریہ -,-2.632897694905599
فیس بک کی جانب سے جاری کیا گیا اشتہار ملاحظہ کیجئے,-1.7292594909667969
میری رائے تو موجود ہے جو خاصی اچھی ہے,-2.3275767432318792
آج کل مجھے بھی کبھی کبھی کافی غصہ آجاتا ہے,-1.7784040451049805
صنم کدہ ہے جہاں اور مرد حق ہے خلیل,-2.840844472249349
نیند پر جال سے پڑنے لگے آوازوں کے,-3.4126315116882324
کھلا ماحول وہاں بھی اور اب یہاں بھی,-2.7311196327209473
جس کی آنکھیں مجھے اندر سے بھی پڑھ سکتی ہیں,-1.8785205841064454
میٹرو والی کا تو نہیں سوچ رہی آپ وہ نہیں اچھا,-2.7557894966819068
میں نے کیا ہے نا جانے چاند کی زبان میں,-2.0692445755004885
کسی کی آب و ہوا میں نہ پھر ہرے ہوئے لوگ,-2.176334034312855
اشکوں نے کئی بار ترا نام لکھا ہے,-2.3120052814483643
یہ دونوں اڈے بدستور امریکہ کے پاس ہیں,-2.8852245807647705
جب بے نظیر وزیر اعظم تھی تو اس وقت,-2.405369652642144
ٹیگ : شان الحق حقی ، غزل ، ناہید اختر,-1.714280891418457
چلتی رہی میں راہ محبت پہ بہر حال,-2.432115077972412
خود مشرف کے کہاں کہاں مراسم نہیں تھے,-2.821500301361084
سیرت النبی کے بہت سے ایڈیشن شائع ہوچکے ہیں,-2.3138788011338978
محمد رفیع ایک خوبصورت آواز کے مالک گلوکار,-2.6601152420043945
ایک لمبی بریک کے بعد پھر موجود ہوں,-1.9007623195648193
اور مجھے معلوم ہے تم کب لیزی فیل نہیں کرتیں,-2.296823501586914
حضرت انس بن مالک سے مروی ہے کہ,-1.434374213218689
شمشاد بھائی بالکل صحیح جواب ہے آپ کا,-1.8621138334274292
بیچ میں صرف ایک پیغام کسی صاحب کا تھا,-2.403657701280382
مرے مقدر جو ایک مدت سے سو رہے ہیں,-2.3573907216389975
یہ کیا کہ ایک طور سے گزرے تمام عمر,-1.860897911919488
میں نے تجھ سے ہی نہیں سب سے محبت کی ہے,-1.7526106400923296
زرداری صاحب کی ذہنی صحت کے بارے میں شکوک و شبہات,-1.7902788682417436
روشنی دن کے اندھیروں میں سمٹ جاتی ہے,-2.421722650527954
ہم سوالات تو اچھے ہیں اور آپ کے جوابات بھی ۔,-2.0449338392777876
کچھ نہیں ہو گا اگر خال چلا جائے گا,-2.147324244181315
فقط عوام کے دم سے ہے زندگی کو دوام,-2.3340981801350913
آرٹیکل پوسٹ کرنے کے لیے کونسا ایڈیٹر استعمال کریں,-2.4209425184461804
وہ ظلم بھی اس دور کے انساں پہ ہوا ہے,-2.097454071044922
صوفیا اور قرآن تبلیغی نصاب کی روشنی میں,-2.9041523933410645
ہزار بار خود اپنے مکاں پہ دستک دی,-2.609039068222046
اصغر و اکبر و عباس و سکینہ کے طفیل,-3.1332359313964844
""""""" یہ ایکس ٹو بڑا خطرناک ہے """"""",-2.414844512939453
منتظمین کے پاس درج ذیل انتظامی طرازی اختیارات ہوتے ہیں,-3.0105224609375
اگر اس مرتبہ بھی آرزو پوری نہیں ہوگی,-2.42362380027771
یہ شکستہ بام و در کل تک سبھی آباد تھے,-2.354461097717285
اگر اپ زندگی کو ایک مشقت سمجھتے ہیں,-2.2905704975128174
ڈاون لوڈ نہیں ھو رھا - مدد چاھیے,-3.12931489944458
بستی تو کوئی راہ میں غارت نہیں دیکھی,-2.9807753562927246
ٹی ٹوئنٹی : سنسنی خیز مقابلے کے بعد پاکستان فاتح,-1.806344985961914
آپ کا ساتھ رہا تو رفتار مزید بھی بڑھ سکتی ہے,-2.2206330732865767
میرے بلاگ پر تشریف لانے کے لئے شکریہ,-1.2429009675979614
اور ہم نے لیٹ ڈنر میں چپلی کباب کھائے,-2.5405459933810763
اپنی ہستی کسی کو سونپ کر مجبور ہو جانا,-2.7129633161756725
جس صورت کے پیچھے بھاگے ہاتھ نہ آئی خواب بنی,-3.2563220977783205
"""نہ کیا کر یہ """" راز """" کی باتیں""",-3.2830407884385853
پہلے تو یہ بتائیں کہ مس کون ہیں,-1.9473497867584229
اور پھوپھی اماں کو جنت میں بلند درجات عطا فرمائے آمین,-1.7306988456032493
دیکھیں نا میں نے بھی یہ ہی غلطی کر دی,-1.807014274597168
لال گلی سے گزری ہے کاغذ کی کشتی,-2.7148051261901855
ٹیگ : باجرہ ، ساگ ، مکئی ، چنا ، گندم,-3.752777099609375
ان پرندوں کو قفس میں بھی ہے راحت کا خیال,-2.447464179992676
میں نے آپ کے لیے ڈھیر ساری تصویریں بنائیں مری میں,-1.9091392863880505
رہ گیا آن کے دامن کے برابر سہرا,-3.2263903617858887
وابستگی یا تعلق کی موت اپنی موت ہے,-3.1811163425445557
کسی زنداں کی ضرورت ہی نہیں پیش آئی,-2.544645071029663
یہاں جو کچھ بچا سطح زمیں پر سب ترا لیکن,-3.0039134979248048
جو بے شعور ہوں یوں باتمیز بن بیٹھیں,-2.522428274154663
ویسے اگر کہہ دیتیں تو بہت اچھا لگتا,-2.309532880783081
پہچان ہے رحمت تیری ہے شان تیری درگذر,-2.9811360836029053
رند ہیں بھرے بیٹھے اور مے کدہ خالی,-3.331441879272461
ارادے جن کے پختہ ہوں نظریں جن کی خدا پر ہوں,-2.590229728005149
چلیں غالب کی روح جنت میں کھیل کود پر لگ گئی,-2.603148200295188
سنو بہار سے پہلے خزاں تو رہتی ہے,-2.5557920932769775
جن کی آنکھیں نہیں وہ نہ روئیں کبھی,-2.9318673610687256
شعر غلط لکھ کر بور تو نہ کریں,-2.336332321166992
آپ کی اتنی بڑی زبان کیوں نکل آئی,-2.2645299434661865
آپ تمام احباب کی تہہ دل سے شکر گزار ہوں,-1.1930328369140626
جبکہ معزز مہمان سٹیج پر جلوہ افروز ہیں,-3.043253183364868
ابر و باراں ہی نہ تھے بحر کی یورش میں شریک,-1.788917368108576
اور آپ سب کو معلومات فراہم کی ہے,-1.676542043685913
آپ پھر دہی کے پیچھے پڑ گئے ہیں,-2.058619499206543
گرفتاری پہ میری بس کہ آہن گریہ کرتا ہے,-3.3801470862494574
یوں تراشوں گا غزل میں تیرے پیکر کے نقوش,-2.45660400390625
پر میں تو اچھی بچی نہیں ہوں نا تو پھر کیسے,-1.8756710399280896
نہیں فقر و سلطنت میں کوئی امتیاز ایسا,-3.294642686843872
نایاب بھائی وہ شعر تو آپ نے سنا ہی ہوگا کہ,-1.9717634374445134
ان کی تحریروں میں غضب کی دلکشی اور تاثیر ہے,-2.4239269256591798
""""""" یہ تمہاری پشت پر پن کیا ہوا تھا """"""",-2.497419548034668
نا صرف دیکھیں اپنے آپ بھی اس پر کچھ کاریگری دکھائیں,-3.043772263960405
اوہ سوری مجھے پتہ نہیں چلا تھا نا وعلیکم اسلام,-2.2389102935791017
شیر کی نیت اور بکری کی عقل میں فتور,-2.9405829111735025
پھر اس کے بعد ہے وہ سنہری مکاں کا شہر,-2.479010581970215
شرط اتنی ہے کہ دل اسکا مجھے خام ملے,-2.9977149963378906
آج کل کے لڑکے تو ان خرافات میں پڑھتے ہی نہیں,-2.018596475774592
وہ وہ نکات اٹھاتی ہے یہ حکومت کہ,-3.278454065322876
اس بلدیہ کی کل آبادی افراد ہے جو میں شمار ہوئی,-2.4856735576282847
سب سے پہلے تو اس لنک کو چیک کر ے,-1.616440200805664
انہونی کوئی ہو گی یہ ڈر کیوں نہیں جاتا,-2.535612318250868
زندگی میں تو سبھی پیار کیا کرتے ہیں,-1.5495662689208984
جسم جلتا ہے مگر جسم کہاں جلتا ہے,-3.1079347133636475
یہ چائے خانے میں کیا چل رہا ہے,-1.5039067268371582
جنسی زیادتی : اپنے بچے پر نظر رکھئے,-2.8895058631896973
اگر وہی مراد ہے جو میں سمجھا ہوں تو,-2.2675679524739585
کب سے خوابوں کو یہاں بھول گئی تھی بونا,-2.9523194630940757
کوشش ترک کرنے سے قبل ضرور غور کیجئے,-2.6830854415893555
اس طریقے سے سونے چاندی سے ملاوٹ الگ کی جاتی ہے,-2.433948516845703
تازہ ترین : کرکٹ : - : - : -,-1.9121305465698242
سب ہی حاکم ہیں مگر کوئی حکومت بھی نہیں,-2.5439378950330944
سوچوں میں ڈوبنے سے بھی لکھنا نہ آ سکا,-2.5231700473361545
خدا وطن میں ہمارے کرے نفاذ اس کا,-3.3497421741485596
تو با خبر ہے بہت میرے حال سے آگے,-2.670077853732639
میرا تو کوئی پیپر رات کو نہیں ہوا,-2.403165340423584
چلیں پھر ایک کیا اور دو کیا منتظر ہوں,-2.548023435804579
ویسے اس کی بچپن کی کوئی بھی چھیڑ نہیں ہے,-2.2368280410766603
یہ پیڑ بھی عجب ہیں ہنستے نہیں کبھی,-2.2785682678222656
نیند تو درد کے بستر پہ بھی آ سکتی ہے,-2.1682716369628907
نصیب آج ھاتھ میں ان کا جام آیا ھے,-2.919496536254883
رابطہ کرنے کی صورت میں کام آئے گے,-2.246000051498413
وقت دو ہی گزرے ہیں مجھ پر اچھے,-2.7434070110321045
وہی تو دن تھے مرے کھیلنے کے کھانے کے,-2.8075574239095054
اب تو ان راہ گزاروں میں میری خو آئ,-2.2277276780870228
اپنی مرضی سے سجاوٹ کر کے سرو کریں,-2.705580711364746
سعودی عرب کے شہر الریاض کی ایک پرانی بستی میں,-2.4111255645751952
اسیر ہو کے جسے شامیوں کے نرغے میں,-2.9763541221618652
بہت ہی کمال تصویر پوسٹ کی ہے شکریہ,-2.1099793910980225
شام کو وہ شور چڑیوں کا مری ہر شام,-2.9439707862006292
بت خانے سے نہ کعبے کو تکلیف دے مجھے,-2.4681239657931857
شکریہ تو ہم نے بصد شکریہ قبول فرمایا,-2.4866397380828857
لیکن مرد پر کوئی انگلی نہیں اٹھا سکتا -,-2.701341840955946
اب میں کیوں تجھ کو یاد کرتا ہوں,-1.793278694152832
ابھی اس بات کا کسی کو پتا نہیں,-1.871192455291748
لو جی یہ دھمکی سے شکایت کی لڑی بن رہی ہے,-2.2379174665971235
آپ کے سرچ وارنٹ جاری کر دئیے گئے ہیں,-2.2770614624023438
اتنا بڑا رن برنگی سا دماغ ہے تو اس کے اندر,-2.7855599143288354
یہیں سے ان کی اس خلش کا آغاز ہوا,-2.060028076171875
کسی کا اس طرح یا رب نہ دنیا میں بھرم نکلے,-2.3735998327081855
فتح شاہ پور ہالٹ ریلوے اسٹیشن پاکستان میں واقع ہے,-1.7758350372314453
اس امر کی تائید اس ارشاد سے بھی ہوتی ہے,-2.1653738021850586
بس چل دی بیچ لاہور اس کا نہیں کوئی جوڑ,-2.615962791442871
بلوچستان : صحافی کی لاش ملنے پر تشویش,-2.3711283206939697
بھیا آپ دیں میں بعد میں لیپ ٹاپ سے دیکھوں گی,-2.1121193278919566
رسول اللہ صلی اللہ علیہ وسلم نے فرمایا,-0.7473312020301819
درد جسم تو نہیں تھا کہ ڈاکٹر صاحب سے ہوکر,-2.4545482635498046
موسم کا احترام نہ کرتے تو ظلم تھا,-1.9937478303909302
میں نہ حوا ہوں نہ مریم ہوں نہ میں آسیہ ہوں,-3.4088023792613638
اچھا آپ بتائیں کتنے ممبر ایسے ہیں جو کسی زمانے میں,-1.9881042133678088
تو گویا جاسوسوں کی بھی جاسوسی ہوتی ہے ہوشیار باش,-2.9560161590576173
میری چاہت تیرے پندار کا مر جانا ہے,-2.8378493785858154
جو اذن ہو تو تیری یاد سے گزر,-2.760319709777832
میں رات ایسے جزیرے میں تھا جہاں مجھ کو,-2.6949365403917103
فنا کا راز جس نے آشکارا کر دیا سب پر,-2.8854713439941406
سمجھ سکتے نہیں اس راز کو سینا و فارابی,-2.0887987348768444
بس کیا کریں کچھ لوگوں کو ہماری خوشی گرا نہیں,-2.483378028869629
بہت بہت مبارک ہو خالد بھائی آپ کو,-1.8177998065948486
چوری چوری ہم سے آ کر ملے تھے جس جگہ,-1.858773422241211
پاکستانی ادب کا منظرنامہ اور پروفیسر حفیظ الرحمن خان,-3.2999000549316406
اس بار جو قاصد ہے مرا اس پہ یقیں ہے,-2.269306945800781
اس گھر میں مرے نام کا رکھا بھی نہیں کچھ,-2.152113151550293
جب زیست وبال ہو تو کیا موت کا غم,-2.7931876712375217
جب تک یہ کھائیں میں باقی چیزیں لے آتا ہوں,-2.3580942153930664
نیچے دھرتی بدلی سر پر کوئی آکاش نہیں,-3.8074090480804443
تو اپنی رضا سے کیا ہے یہ ہم نے,-2.1892768012152777
واقعی ظفر کا بھی اپنا ایک انداز ہے رونق لگانے کا,-2.717174530029297
آپ کیا کھاتے ہیں جو اتنے خوبصورت نظر آتے ہیں,-2.0221494674682616
یہاں تو آپ کا ہی طوطی بولتا ہے,-1.8447656631469727
وہ یہ سمجھتے ہیں کہ مریض کا حال اچھا ہے,-1.8073919296264649
اسی قسم کے بندوں کو چول کہتے ہیں,-2.58829665184021
اس نے زرہ بکتر اور خود پہنا ہوا تھا,-2.55281745062934
"""جس کی خاطر وہ اپنی """" سانسیں """"""",-3.0019617080688477
وہ مصرع تھا کہ اک گل رنگ چہرہ,-3.0590906143188477
جنرل مشرف کی سیاست میڈیا کے کندھوں پر,-2.6251933574676514
دیں پر نہ آنچ آنے دی شبیر نے اثر,-3.39729987250434
دعا اور مظلوم کی بدعا کبھی رائیگاں نہیں جاتیں,-3.037193934122721
میں نے کب کی ہے ترے کاکل و لب کی تعریف,-2.166484832763672
ہر شے کی ماہیت پہ جو کرتا ہے تو سوال,-2.4543100357055665
پڑوس میں بھی ترے دم سے کچھ اجالا ہے,-2.506618923611111
انہوں نے پاکستان کے اقوام متحدہ میشن میں شرکت کی,-2.2531524658203126
سنیئر کہیں آپ ہمیں بوڑھا تو نہیں کہ رہے,-3.177762985229492
پانی پانی کر گئی مجھ کو قلندر کی یہ بات,-1.5216964721679687
پر جی آپ ہی نے تو وائلڈ لائف کا کہا تھا,-2.172469052401456
مرضی ہو تو سولی پہ چڑھانا یا رب,-2.9976565837860107
اے برق مرے حال پہ کھا کچھ تو ترس بھی,-3.1536838531494142
دل کا لہو اچھال کر دل کی صدا گزر گئی,-2.5235944747924806
جو مر جائیں تو پھر دیکھو یہ کتنی قدر کرتے ہیں,-1.9606009396639736
ناراض تو میں ہوں پر میرا ایک مسئلہ حل کریں,-2.0783185958862305
کبھی نارمل ہوجاتا ہے اور کبھی تیز وہی ہیڈ لائنز,-2.9428995132446287
کسی روز چاند میری ہتھیلی پہ اتر آئے,-2.6199111938476562
لکھے پڑھے ہوتے اگر تو ہم بھی حصہ لیتے,-2.1919398837619357
اس کی ذمہ داری بھارت نے پاکستانی تنظیموں پر ڈالی,-2.185114288330078
ہو سکتا ھے کوئی انتظار نہ کر سکتا ہو,-2.225360870361328
ویسے میرے میں اتنی خصوصیات ہیں اور مجھے پتہ ہی نہیں,-2.1571617126464844
آپ کو شارک اور فاختہ کا فرق معلوم نہیں,-2.6846432156032987
ترے خیال پہ شب خوں تو خیر کیا کرتے,-2.6980662875705295
آنکھوں سے کر رہے ہیں بیاں اپنی کیفیت,-2.810134172439575
او عدم کے جانے والے یہ وفاداری نہیں,-3.098297357559204
کہ گرمی دفع کرتا ہے گلاب آہستہ آہستہ,-2.668175220489502
مجھے یقیں ہے گھنے بادلوں کے سائے میں,-2.023983955383301
آپ صلی اللہ علیہ وسلم رحمت اللعالمین تھے,-1.9135780334472656
زمانے کی جھیل کے دوسرے کنارے سے آ رہی ہے,-2.0978050231933594
اللہ رحم کرے اور عسکری کو شرطوں سے شر سے بچائے,-2.4485001997514204
طویل ہی ہو جاتا ہے وقفہ یہاں آ کر تو,-2.5861961364746096
گلے جب اس کے ہوں تو آنکھیں بھیگ جاتی ہیں,-1.5902174949645995
کہ آئے تھے کیونکر اور کیا کر چلے,-2.7437422275543213
ہم تو اس کھیل کا حصہ تھے ازل سے شاید,-2.188136863708496
دیں ہمہ اوست از سید نصیر الدین نصیر,-1.9524897336959839
انکا پورا نام سید ضمیر حسین جعفری تھا,-2.8508596420288086
شب گزاری ہو گئی آج دیکھیں کیا ہوتا ہے,-1.9816824595133464
